,name,id,height,weight,base_experience,stats,types,url
704,sliggoo,705,8,175,158,"{'hp': 68, 'attack': 75, 'defense': 53, 'special-attack': 83, 'special-defense': 113, 'speed': 60}",['dragon'],https://pokeapi.co/api/v2/pokemon/705/
705,goodra,706,20,1505,300,"{'hp': 90, 'attack': 100, 'defense': 70, 'special-attack': 110, 'special-defense': 150, 'speed': 80}",['dragon'],https://pokeapi.co/api/v2/pokemon/706/
706,klefki,707,2,30,165,"{'hp': 57, 'attack': 80, 'defense': 91, 'special-attack': 80, 'special-defense': 87, 'speed': 75}","['steel', 'fairy']",https://pokeapi.co/api/v2/pokemon/707/
707,phantump,708,4,70,62,"{'hp': 43, 'attack': 70, 'defense': 48, 'special-attack': 50, 'special-defense': 60, 'speed': 38}","['ghost', 'grass']",https://pokeapi.co/api/v2/pokemon/708/
708,trevenant,709,15,710,166,"{'hp': 85, 'attack': 110, 'defense': 76, 'special-attack': 65, 'special-defense': 82, 'speed': 56}","['ghost', 'grass']",https://pokeapi.co/api/v2/pokemon/709/
709,pumpkaboo-average,710,4,50,67,"{'hp': 49, 'attack': 66, 'defense': 70, 'special-attack': 44, 'special-defense': 55, 'speed': 51}","['ghost', 'grass']",https://pokeapi.co/api/v2/pokemon/710/
710,gourgeist-average,711,9,125,173,"{'hp': 65, 'attack': 90, 'defense': 122, 'special-attack': 58, 'special-defense': 75, 'speed': 84}","['ghost', 'grass']",https://pokeapi.co/api/v2/pokemon/711/
711,bergmite,712,10,995,61,"{'hp': 55, 'attack': 69, 'defense': 85, 'special-attack': 32, 'special-defense': 35, 'speed': 28}",['ice'],https://pokeapi.co/api/v2/pokemon/712/
712,avalugg,713,20,5050,180,"{'hp': 95, 'attack': 117, 'defense': 184, 'special-attack': 44, 'special-defense': 46, 'speed': 28}",['ice'],https://pokeapi.co/api/v2/pokemon/713/
713,noibat,714,5,80,49,"{'hp': 40, 'attack': 30, 'defense': 35, 'special-attack': 45, 'special-defense': 40, 'speed': 55}","['flying', 'dragon']",https://pokeapi.co/api/v2/pokemon/714/
714,noivern,715,15,850,187,"{'hp': 85, 'attack': 70, 'defense': 80, 'special-attack': 97, 'special-defense': 80, 'speed': 123}","['flying', 'dragon']",https://pokeapi.co/api/v2/pokemon/715/
715,xerneas,716,30,2150,340,"{'hp': 126, 'attack': 131, 'defense': 95, 'special-attack': 131, 'special-defense': 98, 'speed': 99}",['fairy'],https://pokeapi.co/api/v2/pokemon/716/
716,yveltal,717,58,2030,340,"{'hp': 126, 'attack': 131, 'defense': 95, 'special-attack': 131, 'special-defense': 98, 'speed': 99}","['dark', 'flying']",https://pokeapi.co/api/v2/pokemon/717/
717,zygarde-50,718,50,3050,300,"{'hp': 108, 'attack': 100, 'defense': 121, 'special-attack': 81, 'special-defense': 95, 'speed': 95}","['dragon', 'ground']",https://pokeapi.co/api/v2/pokemon/718/
718,diancie,719,7,88,300,"{'hp': 50, 'attack': 100, 'defense': 150, 'special-attack': 100, 'special-defense': 150, 'speed': 50}","['rock', 'fairy']",https://pokeapi.co/api/v2/pokemon/719/
719,hoopa,720,5,90,270,"{'hp': 80, 'attack': 110, 'defense': 60, 'special-attack': 150, 'special-defense': 130, 'speed': 70}","['psychic', 'ghost']",https://pokeapi.co/api/v2/pokemon/720/
720,volcanion,721,17,1950,300,"{'hp': 80, 'attack': 110, 'defense': 120, 'special-attack': 130, 'special-defense': 90, 'speed': 70}","['fire', 'water']",https://pokeapi.co/api/v2/pokemon/721/
721,rowlet,722,3,15,64,"{'hp': 68, 'attack': 55, 'defense': 55, 'special-attack': 50, 'special-defense': 50, 'speed': 42}","['grass', 'flying']",https://pokeapi.co/api/v2/pokemon/722/
722,dartrix,723,7,160,147,"{'hp': 78, 'attack': 75, 'defense': 75, 'special-attack': 70, 'special-defense': 70, 'speed': 52}","['grass', 'flying']",https://pokeapi.co/api/v2/pokemon/723/
723,decidueye,724,16,366,265,"{'hp': 78, 'attack': 107, 'defense': 75, 'special-attack': 100, 'special-defense': 100, 'speed': 70}","['grass', 'ghost']",https://pokeapi.co/api/v2/pokemon/724/
724,litten,725,4,43,64,"{'hp': 45, 'attack': 65, 'defense': 40, 'special-attack': 60, 'special-defense': 40, 'speed': 70}",['fire'],https://pokeapi.co/api/v2/pokemon/725/
725,torracat,726,7,250,147,"{'hp': 65, 'attack': 85, 'defense': 50, 'special-attack': 80, 'special-defense': 50, 'speed': 90}",['fire'],https://pokeapi.co/api/v2/pokemon/726/
726,incineroar,727,18,830,265,"{'hp': 95, 'attack': 115, 'defense': 90, 'special-attack': 80, 'special-defense': 90, 'speed': 60}","['fire', 'dark']",https://pokeapi.co/api/v2/pokemon/727/
727,popplio,728,4,75,64,"{'hp': 50, 'attack': 54, 'defense': 54, 'special-attack': 66, 'special-defense': 56, 'speed': 40}",['water'],https://pokeapi.co/api/v2/pokemon/728/
728,brionne,729,6,175,147,"{'hp': 60, 'attack': 69, 'defense': 69, 'special-attack': 91, 'special-defense': 81, 'speed': 50}",['water'],https://pokeapi.co/api/v2/pokemon/729/
729,primarina,730,18,440,265,"{'hp': 80, 'attack': 74, 'defense': 74, 'special-attack': 126, 'special-defense': 116, 'speed': 60}","['water', 'fairy']",https://pokeapi.co/api/v2/pokemon/730/
730,pikipek,731,3,12,53,"{'hp': 35, 'attack': 75, 'defense': 30, 'special-attack': 30, 'special-defense': 30, 'speed': 65}","['normal', 'flying']",https://pokeapi.co/api/v2/pokemon/731/
731,trumbeak,732,6,148,124,"{'hp': 55, 'attack': 85, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 75}","['normal', 'flying']",https://pokeapi.co/api/v2/pokemon/732/
732,toucannon,733,11,260,218,"{'hp': 80, 'attack': 120, 'defense': 75, 'special-attack': 75, 'special-defense': 75, 'speed': 60}","['normal', 'flying']",https://pokeapi.co/api/v2/pokemon/733/
733,yungoos,734,4,60,51,"{'hp': 48, 'attack': 70, 'defense': 30, 'special-attack': 30, 'special-defense': 30, 'speed': 45}",['normal'],https://pokeapi.co/api/v2/pokemon/734/
734,gumshoos,735,7,142,146,"{'hp': 88, 'attack': 110, 'defense': 60, 'special-attack': 55, 'special-defense': 60, 'speed': 45}",['normal'],https://pokeapi.co/api/v2/pokemon/735/
735,grubbin,736,4,44,60,"{'hp': 47, 'attack': 62, 'defense': 45, 'special-attack': 55, 'special-defense': 45, 'speed': 46}",['bug'],https://pokeapi.co/api/v2/pokemon/736/
736,charjabug,737,5,105,140,"{'hp': 57, 'attack': 82, 'defense': 95, 'special-attack': 55, 'special-defense': 75, 'speed': 36}","['bug', 'electric']",https://pokeapi.co/api/v2/pokemon/737/
737,vikavolt,738,15,450,250,"{'hp': 77, 'attack': 70, 'defense': 90, 'special-attack': 145, 'special-defense': 75, 'speed': 43}","['bug', 'electric']",https://pokeapi.co/api/v2/pokemon/738/
738,crabrawler,739,6,70,68,"{'hp': 47, 'attack': 82, 'defense': 57, 'special-attack': 42, 'special-defense': 47, 'speed': 63}",['fighting'],https://pokeapi.co/api/v2/pokemon/739/
739,crabominable,740,17,1800,167,"{'hp': 97, 'attack': 132, 'defense': 77, 'special-attack': 62, 'special-defense': 67, 'speed': 43}","['fighting', 'ice']",https://pokeapi.co/api/v2/pokemon/740/
740,oricorio-baile,741,6,34,167,"{'hp': 75, 'attack': 70, 'defense': 70, 'special-attack': 98, 'special-defense': 70, 'speed': 93}","['fire', 'flying']",https://pokeapi.co/api/v2/pokemon/741/
741,cutiefly,742,1,2,61,"{'hp': 40, 'attack': 45, 'defense': 40, 'special-attack': 55, 'special-defense': 40, 'speed': 84}","['bug', 'fairy']",https://pokeapi.co/api/v2/pokemon/742/
742,ribombee,743,2,5,162,"{'hp': 60, 'attack': 55, 'defense': 60, 'special-attack': 95, 'special-defense': 70, 'speed': 124}","['bug', 'fairy']",https://pokeapi.co/api/v2/pokemon/743/
743,rockruff,744,5,92,56,"{'hp': 45, 'attack': 65, 'defense': 40, 'special-attack': 30, 'special-defense': 40, 'speed': 60}",['rock'],https://pokeapi.co/api/v2/pokemon/744/
744,lycanroc-midday,745,8,250,170,"{'hp': 75, 'attack': 115, 'defense': 65, 'special-attack': 55, 'special-defense': 65, 'speed': 112}",['rock'],https://pokeapi.co/api/v2/pokemon/745/
745,wishiwashi-solo,746,2,3,61,"{'hp': 45, 'attack': 20, 'defense': 20, 'special-attack': 25, 'special-defense': 25, 'speed': 40}",['water'],https://pokeapi.co/api/v2/pokemon/746/
746,mareanie,747,4,80,61,"{'hp': 50, 'attack': 53, 'defense': 62, 'special-attack': 43, 'special-defense': 52, 'speed': 45}","['poison', 'water']",https://pokeapi.co/api/v2/pokemon/747/
747,toxapex,748,7,145,173,"{'hp': 50, 'attack': 63, 'defense': 152, 'special-attack': 53, 'special-defense': 142, 'speed': 35}","['poison', 'water']",https://pokeapi.co/api/v2/pokemon/748/
748,mudbray,749,10,1100,77,"{'hp': 70, 'attack': 100, 'defense': 70, 'special-attack': 45, 'special-defense': 55, 'speed': 45}",['ground'],https://pokeapi.co/api/v2/pokemon/749/
749,mudsdale,750,25,9200,175,"{'hp': 100, 'attack': 125, 'defense': 100, 'special-attack': 55, 'special-defense': 85, 'speed': 35}",['ground'],https://pokeapi.co/api/v2/pokemon/750/
750,dewpider,751,3,40,54,"{'hp': 38, 'attack': 40, 'defense': 52, 'special-attack': 40, 'special-defense': 72, 'speed': 27}","['water', 'bug']",https://pokeapi.co/api/v2/pokemon/751/
751,araquanid,752,18,820,159,"{'hp': 68, 'attack': 70, 'defense': 92, 'special-attack': 50, 'special-defense': 132, 'speed': 42}","['water', 'bug']",https://pokeapi.co/api/v2/pokemon/752/
752,fomantis,753,3,15,50,"{'hp': 40, 'attack': 55, 'defense': 35, 'special-attack': 50, 'special-defense': 35, 'speed': 35}",['grass'],https://pokeapi.co/api/v2/pokemon/753/
753,lurantis,754,9,185,168,"{'hp': 70, 'attack': 105, 'defense': 90, 'special-attack': 80, 'special-defense': 90, 'speed': 45}",['grass'],https://pokeapi.co/api/v2/pokemon/754/
754,morelull,755,2,15,57,"{'hp': 40, 'attack': 35, 'defense': 55, 'special-attack': 65, 'special-defense': 75, 'speed': 15}","['grass', 'fairy']",https://pokeapi.co/api/v2/pokemon/755/
755,shiinotic,756,10,115,142,"{'hp': 60, 'attack': 45, 'defense': 80, 'special-attack': 90, 'special-defense': 100, 'speed': 30}","['grass', 'fairy']",https://pokeapi.co/api/v2/pokemon/756/
756,salandit,757,6,48,64,"{'hp': 48, 'attack': 44, 'defense': 40, 'special-attack': 71, 'special-defense': 40, 'speed': 77}","['poison', 'fire']",https://pokeapi.co/api/v2/pokemon/757/
757,salazzle,758,12,222,168,"{'hp': 68, 'attack': 64, 'defense': 60, 'special-attack': 111, 'special-defense': 60, 'speed': 117}","['poison', 'fire']",https://pokeapi.co/api/v2/pokemon/758/
758,stufful,759,5,68,68,"{'hp': 70, 'attack': 75, 'defense': 50, 'special-attack': 45, 'special-defense': 50, 'speed': 50}","['normal', 'fighting']",https://pokeapi.co/api/v2/pokemon/759/
759,bewear,760,21,1350,175,"{'hp': 120, 'attack': 125, 'defense': 80, 'special-attack': 55, 'special-defense': 60, 'speed': 60}","['normal', 'fighting']",https://pokeapi.co/api/v2/pokemon/760/
760,bounsweet,761,3,32,42,"{'hp': 42, 'attack': 30, 'defense': 38, 'special-attack': 30, 'special-defense': 38, 'speed': 32}",['grass'],https://pokeapi.co/api/v2/pokemon/761/
761,steenee,762,7,82,102,"{'hp': 52, 'attack': 40, 'defense': 48, 'special-attack': 40, 'special-defense': 48, 'speed': 62}",['grass'],https://pokeapi.co/api/v2/pokemon/762/
762,tsareena,763,12,214,255,"{'hp': 72, 'attack': 120, 'defense': 98, 'special-attack': 50, 'special-defense': 98, 'speed': 72}",['grass'],https://pokeapi.co/api/v2/pokemon/763/
763,comfey,764,1,3,170,"{'hp': 51, 'attack': 52, 'defense': 90, 'special-attack': 82, 'special-defense': 110, 'speed': 100}",['fairy'],https://pokeapi.co/api/v2/pokemon/764/
764,oranguru,765,15,760,172,"{'hp': 90, 'attack': 60, 'defense': 80, 'special-attack': 90, 'special-defense': 110, 'speed': 60}","['normal', 'psychic']",https://pokeapi.co/api/v2/pokemon/765/
765,passimian,766,20,828,172,"{'hp': 100, 'attack': 120, 'defense': 90, 'special-attack': 40, 'special-defense': 60, 'speed': 80}",['fighting'],https://pokeapi.co/api/v2/pokemon/766/
766,wimpod,767,5,120,46,"{'hp': 25, 'attack': 35, 'defense': 40, 'special-attack': 20, 'special-defense': 30, 'speed': 80}","['bug', 'water']",https://pokeapi.co/api/v2/pokemon/767/
767,golisopod,768,20,1080,186,"{'hp': 75, 'attack': 125, 'defense': 140, 'special-attack': 60, 'special-defense': 90, 'speed': 40}","['bug', 'water']",https://pokeapi.co/api/v2/pokemon/768/
768,sandygast,769,5,700,64,"{'hp': 55, 'attack': 55, 'defense': 80, 'special-attack': 70, 'special-defense': 45, 'speed': 15}","['ghost', 'ground']",https://pokeapi.co/api/v2/pokemon/769/
769,palossand,770,13,2500,168,"{'hp': 85, 'attack': 75, 'defense': 110, 'special-attack': 100, 'special-defense': 75, 'speed': 35}","['ghost', 'ground']",https://pokeapi.co/api/v2/pokemon/770/
770,pyukumuku,771,3,12,144,"{'hp': 55, 'attack': 60, 'defense': 130, 'special-attack': 30, 'special-defense': 130, 'speed': 5}",['water'],https://pokeapi.co/api/v2/pokemon/771/
771,type-null,772,19,1205,107,"{'hp': 95, 'attack': 95, 'defense': 95, 'special-attack': 95, 'special-defense': 95, 'speed': 59}",['normal'],https://pokeapi.co/api/v2/pokemon/772/
772,silvally,773,23,1005,285,"{'hp': 95, 'attack': 95, 'defense': 95, 'special-attack': 95, 'special-defense': 95, 'speed': 95}",['normal'],https://pokeapi.co/api/v2/pokemon/773/
773,minior-red-meteor,774,3,400,154,"{'hp': 60, 'attack': 60, 'defense': 100, 'special-attack': 60, 'special-defense': 100, 'speed': 60}","['rock', 'flying']",https://pokeapi.co/api/v2/pokemon/774/
774,komala,775,4,199,168,"{'hp': 65, 'attack': 115, 'defense': 65, 'special-attack': 75, 'special-defense': 95, 'speed': 65}",['normal'],https://pokeapi.co/api/v2/pokemon/775/
775,turtonator,776,20,2120,170,"{'hp': 60, 'attack': 78, 'defense': 135, 'special-attack': 91, 'special-defense': 85, 'speed': 36}","['fire', 'dragon']",https://pokeapi.co/api/v2/pokemon/776/
776,togedemaru,777,3,33,152,"{'hp': 65, 'attack': 98, 'defense': 63, 'special-attack': 40, 'special-defense': 73, 'speed': 96}","['electric', 'steel']",https://pokeapi.co/api/v2/pokemon/777/
777,mimikyu-disguised,778,2,7,167,"{'hp': 55, 'attack': 90, 'defense': 80, 'special-attack': 50, 'special-defense': 105, 'speed': 96}","['ghost', 'fairy']",https://pokeapi.co/api/v2/pokemon/778/
778,bruxish,779,9,190,166,"{'hp': 68, 'attack': 105, 'defense': 70, 'special-attack': 70, 'special-defense': 70, 'speed': 92}","['water', 'psychic']",https://pokeapi.co/api/v2/pokemon/779/
779,drampa,780,30,1850,170,"{'hp': 78, 'attack': 60, 'defense': 85, 'special-attack': 135, 'special-defense': 91, 'speed': 36}","['normal', 'dragon']",https://pokeapi.co/api/v2/pokemon/780/
780,dhelmise,781,39,2100,181,"{'hp': 70, 'attack': 131, 'defense': 100, 'special-attack': 86, 'special-defense': 90, 'speed': 40}","['ghost', 'grass']",https://pokeapi.co/api/v2/pokemon/781/
781,jangmo-o,782,6,297,60,"{'hp': 45, 'attack': 55, 'defense': 65, 'special-attack': 45, 'special-defense': 45, 'speed': 45}",['dragon'],https://pokeapi.co/api/v2/pokemon/782/
782,hakamo-o,783,12,470,147,"{'hp': 55, 'attack': 75, 'defense': 90, 'special-attack': 65, 'special-defense': 70, 'speed': 65}","['dragon', 'fighting']",https://pokeapi.co/api/v2/pokemon/783/
783,kommo-o,784,16,782,300,"{'hp': 75, 'attack': 110, 'defense': 125, 'special-attack': 100, 'special-defense': 105, 'speed': 85}","['dragon', 'fighting']",https://pokeapi.co/api/v2/pokemon/784/
784,tapu-koko,785,18,205,285,"{'hp': 70, 'attack': 115, 'defense': 85, 'special-attack': 95, 'special-defense': 75, 'speed': 130}","['electric', 'fairy']",https://pokeapi.co/api/v2/pokemon/785/
785,tapu-lele,786,12,186,285,"{'hp': 70, 'attack': 85, 'defense': 75, 'special-attack': 130, 'special-defense': 115, 'speed': 95}","['psychic', 'fairy']",https://pokeapi.co/api/v2/pokemon/786/
786,tapu-bulu,787,19,455,285,"{'hp': 70, 'attack': 130, 'defense': 115, 'special-attack': 85, 'special-defense': 95, 'speed': 75}","['grass', 'fairy']",https://pokeapi.co/api/v2/pokemon/787/
787,tapu-fini,788,13,212,285,"{'hp': 70, 'attack': 75, 'defense': 115, 'special-attack': 95, 'special-defense': 130, 'speed': 85}","['water', 'fairy']",https://pokeapi.co/api/v2/pokemon/788/
788,cosmog,789,2,1,40,"{'hp': 43, 'attack': 29, 'defense': 31, 'special-attack': 29, 'special-defense': 31, 'speed': 37}",['psychic'],https://pokeapi.co/api/v2/pokemon/789/
789,cosmoem,790,1,9999,140,"{'hp': 43, 'attack': 29, 'defense': 131, 'special-attack': 29, 'special-defense': 131, 'speed': 37}",['psychic'],https://pokeapi.co/api/v2/pokemon/790/
790,solgaleo,791,34,2300,340,"{'hp': 137, 'attack': 137, 'defense': 107, 'special-attack': 113, 'special-defense': 89, 'speed': 97}","['psychic', 'steel']",https://pokeapi.co/api/v2/pokemon/791/
791,lunala,792,40,1200,340,"{'hp': 137, 'attack': 113, 'defense': 89, 'special-attack': 137, 'special-defense': 107, 'speed': 97}","['psychic', 'ghost']",https://pokeapi.co/api/v2/pokemon/792/
792,nihilego,793,12,555,285,"{'hp': 109, 'attack': 53, 'defense': 47, 'special-attack': 127, 'special-defense': 131, 'speed': 103}","['rock', 'poison']",https://pokeapi.co/api/v2/pokemon/793/
793,buzzwole,794,24,3336,285,"{'hp': 107, 'attack': 139, 'defense': 139, 'special-attack': 53, 'special-defense': 53, 'speed': 79}","['bug', 'fighting']",https://pokeapi.co/api/v2/pokemon/794/
794,pheromosa,795,18,250,285,"{'hp': 71, 'attack': 137, 'defense': 37, 'special-attack': 137, 'special-defense': 37, 'speed': 151}","['bug', 'fighting']",https://pokeapi.co/api/v2/pokemon/795/
795,xurkitree,796,38,1000,285,"{'hp': 83, 'attack': 89, 'defense': 71, 'special-attack': 173, 'special-defense': 71, 'speed': 83}",['electric'],https://pokeapi.co/api/v2/pokemon/796/
796,celesteela,797,92,9999,285,"{'hp': 97, 'attack': 101, 'defense': 103, 'special-attack': 107, 'special-defense': 101, 'speed': 61}","['steel', 'flying']",https://pokeapi.co/api/v2/pokemon/797/
797,kartana,798,3,1,285,"{'hp': 59, 'attack': 181, 'defense': 131, 'special-attack': 59, 'special-defense': 31, 'speed': 109}","['grass', 'steel']",https://pokeapi.co/api/v2/pokemon/798/
798,guzzlord,799,55,8880,285,"{'hp': 223, 'attack': 101, 'defense': 53, 'special-attack': 97, 'special-defense': 53, 'speed': 43}","['dark', 'dragon']",https://pokeapi.co/api/v2/pokemon/799/
799,necrozma,800,24,2300,300,"{'hp': 97, 'attack': 107, 'defense': 101, 'special-attack': 127, 'special-defense': 89, 'speed': 79}",['psychic'],https://pokeapi.co/api/v2/pokemon/800/
800,magearna,801,10,805,300,"{'hp': 80, 'attack': 95, 'defense': 115, 'special-attack': 130, 'special-defense': 115, 'speed': 65}","['steel', 'fairy']",https://pokeapi.co/api/v2/pokemon/801/
801,marshadow,802,7,222,300,"{'hp': 90, 'attack': 125, 'defense': 80, 'special-attack': 90, 'special-defense': 90, 'speed': 125}","['fighting', 'ghost']",https://pokeapi.co/api/v2/pokemon/802/
802,poipole,803,6,18,210,"{'hp': 67, 'attack': 73, 'defense': 67, 'special-attack': 73, 'special-defense': 67, 'speed': 73}",['poison'],https://pokeapi.co/api/v2/pokemon/803/
803,naganadel,804,36,1500,270,"{'hp': 73, 'attack': 73, 'defense': 73, 'special-attack': 127, 'special-defense': 73, 'speed': 121}","['poison', 'dragon']",https://pokeapi.co/api/v2/pokemon/804/
804,stakataka,805,55,8200,285,"{'hp': 61, 'attack': 131, 'defense': 211, 'special-attack': 53, 'special-defense': 101, 'speed': 13}","['rock', 'steel']",https://pokeapi.co/api/v2/pokemon/805/
805,blacephalon,806,18,130,285,"{'hp': 53, 'attack': 127, 'defense': 53, 'special-attack': 151, 'special-defense': 79, 'speed': 107}","['fire', 'ghost']",https://pokeapi.co/api/v2/pokemon/806/
806,zeraora,807,15,445,300,"{'hp': 88, 'attack': 112, 'defense': 75, 'special-attack': 102, 'special-defense': 80, 'speed': 143}",['electric'],https://pokeapi.co/api/v2/pokemon/807/
807,meltan,808,2,80,150,"{'hp': 46, 'attack': 65, 'defense': 65, 'special-attack': 55, 'special-defense': 35, 'speed': 34}",['steel'],https://pokeapi.co/api/v2/pokemon/808/
808,melmetal,809,25,8000,300,"{'hp': 135, 'attack': 143, 'defense': 143, 'special-attack': 80, 'special-defense': 65, 'speed': 34}",['steel'],https://pokeapi.co/api/v2/pokemon/809/
809,grookey,810,3,50,62,"{'hp': 50, 'attack': 65, 'defense': 50, 'special-attack': 40, 'special-defense': 40, 'speed': 65}",['grass'],https://pokeapi.co/api/v2/pokemon/810/
810,thwackey,811,7,140,147,"{'hp': 70, 'attack': 85, 'defense': 70, 'special-attack': 55, 'special-defense': 60, 'speed': 80}",['grass'],https://pokeapi.co/api/v2/pokemon/811/
811,rillaboom,812,21,900,265,"{'hp': 100, 'attack': 125, 'defense': 90, 'special-attack': 60, 'special-defense': 70, 'speed': 85}",['grass'],https://pokeapi.co/api/v2/pokemon/812/
812,scorbunny,813,3,45,62,"{'hp': 50, 'attack': 71, 'defense': 40, 'special-attack': 40, 'special-defense': 40, 'speed': 69}",['fire'],https://pokeapi.co/api/v2/pokemon/813/
813,raboot,814,6,90,147,"{'hp': 65, 'attack': 86, 'defense': 60, 'special-attack': 55, 'special-defense': 60, 'speed': 94}",['fire'],https://pokeapi.co/api/v2/pokemon/814/
814,cinderace,815,14,330,265,"{'hp': 80, 'attack': 116, 'defense': 75, 'special-attack': 65, 'special-defense': 75, 'speed': 119}",['fire'],https://pokeapi.co/api/v2/pokemon/815/
815,sobble,816,3,40,62,"{'hp': 50, 'attack': 40, 'defense': 40, 'special-attack': 70, 'special-defense': 40, 'speed': 70}",['water'],https://pokeapi.co/api/v2/pokemon/816/
816,drizzile,817,7,115,147,"{'hp': 65, 'attack': 60, 'defense': 55, 'special-attack': 95, 'special-defense': 55, 'speed': 90}",['water'],https://pokeapi.co/api/v2/pokemon/817/
817,inteleon,818,19,452,265,"{'hp': 70, 'attack': 85, 'defense': 65, 'special-attack': 125, 'special-defense': 65, 'speed': 120}",['water'],https://pokeapi.co/api/v2/pokemon/818/
818,skwovet,819,3,25,55,"{'hp': 70, 'attack': 55, 'defense': 55, 'special-attack': 35, 'special-defense': 35, 'speed': 25}",['normal'],https://pokeapi.co/api/v2/pokemon/819/
819,greedent,820,6,60,161,"{'hp': 120, 'attack': 95, 'defense': 95, 'special-attack': 55, 'special-defense': 75, 'speed': 20}",['normal'],https://pokeapi.co/api/v2/pokemon/820/
820,rookidee,821,2,18,49,"{'hp': 38, 'attack': 47, 'defense': 35, 'special-attack': 33, 'special-defense': 35, 'speed': 57}",['flying'],https://pokeapi.co/api/v2/pokemon/821/
821,corvisquire,822,8,160,128,"{'hp': 68, 'attack': 67, 'defense': 55, 'special-attack': 43, 'special-defense': 55, 'speed': 77}",['flying'],https://pokeapi.co/api/v2/pokemon/822/
822,corviknight,823,22,750,248,"{'hp': 98, 'attack': 87, 'defense': 105, 'special-attack': 53, 'special-defense': 85, 'speed': 67}","['flying', 'steel']",https://pokeapi.co/api/v2/pokemon/823/
823,blipbug,824,4,80,36,"{'hp': 25, 'attack': 20, 'defense': 20, 'special-attack': 25, 'special-defense': 45, 'speed': 45}",['bug'],https://pokeapi.co/api/v2/pokemon/824/
824,dottler,825,4,195,117,"{'hp': 50, 'attack': 35, 'defense': 80, 'special-attack': 50, 'special-defense': 90, 'speed': 30}","['bug', 'psychic']",https://pokeapi.co/api/v2/pokemon/825/
825,orbeetle,826,4,408,253,"{'hp': 60, 'attack': 45, 'defense': 110, 'special-attack': 80, 'special-defense': 120, 'speed': 90}","['bug', 'psychic']",https://pokeapi.co/api/v2/pokemon/826/
826,nickit,827,6,89,49,"{'hp': 40, 'attack': 28, 'defense': 28, 'special-attack': 47, 'special-defense': 52, 'speed': 50}",['dark'],https://pokeapi.co/api/v2/pokemon/827/
827,thievul,828,12,199,159,"{'hp': 70, 'attack': 58, 'defense': 58, 'special-attack': 87, 'special-defense': 92, 'speed': 90}",['dark'],https://pokeapi.co/api/v2/pokemon/828/
828,gossifleur,829,4,22,50,"{'hp': 40, 'attack': 40, 'defense': 60, 'special-attack': 40, 'special-defense': 60, 'speed': 10}",['grass'],https://pokeapi.co/api/v2/pokemon/829/
829,eldegoss,830,5,25,161,"{'hp': 60, 'attack': 50, 'defense': 90, 'special-attack': 80, 'special-defense': 120, 'speed': 60}",['grass'],https://pokeapi.co/api/v2/pokemon/830/
830,wooloo,831,6,60,122,"{'hp': 42, 'attack': 40, 'defense': 55, 'special-attack': 40, 'special-defense': 45, 'speed': 48}",['normal'],https://pokeapi.co/api/v2/pokemon/831/
831,dubwool,832,13,430,172,"{'hp': 72, 'attack': 80, 'defense': 100, 'special-attack': 60, 'special-defense': 90, 'speed': 88}",['normal'],https://pokeapi.co/api/v2/pokemon/832/
832,chewtle,833,3,85,57,"{'hp': 50, 'attack': 64, 'defense': 50, 'special-attack': 38, 'special-defense': 38, 'speed': 44}",['water'],https://pokeapi.co/api/v2/pokemon/833/
833,drednaw,834,10,1155,170,"{'hp': 90, 'attack': 115, 'defense': 90, 'special-attack': 48, 'special-defense': 68, 'speed': 74}","['water', 'rock']",https://pokeapi.co/api/v2/pokemon/834/
834,yamper,835,3,135,54,"{'hp': 59, 'attack': 45, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 26}",['electric'],https://pokeapi.co/api/v2/pokemon/835/
835,boltund,836,10,340,172,"{'hp': 69, 'attack': 90, 'defense': 60, 'special-attack': 90, 'special-defense': 60, 'speed': 121}",['electric'],https://pokeapi.co/api/v2/pokemon/836/
836,rolycoly,837,3,120,48,"{'hp': 30, 'attack': 40, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 30}",['rock'],https://pokeapi.co/api/v2/pokemon/837/
837,carkol,838,11,780,144,"{'hp': 80, 'attack': 60, 'defense': 90, 'special-attack': 60, 'special-defense': 70, 'speed': 50}","['rock', 'fire']",https://pokeapi.co/api/v2/pokemon/838/
838,coalossal,839,28,3105,255,"{'hp': 110, 'attack': 80, 'defense': 120, 'special-attack': 80, 'special-defense': 90, 'speed': 30}","['rock', 'fire']",https://pokeapi.co/api/v2/pokemon/839/
839,applin,840,2,5,52,"{'hp': 40, 'attack': 40, 'defense': 80, 'special-attack': 40, 'special-defense': 40, 'speed': 20}","['grass', 'dragon']",https://pokeapi.co/api/v2/pokemon/840/
840,flapple,841,3,10,170,"{'hp': 70, 'attack': 110, 'defense': 80, 'special-attack': 95, 'special-defense': 60, 'speed': 70}","['grass', 'dragon']",https://pokeapi.co/api/v2/pokemon/841/
841,appletun,842,4,130,170,"{'hp': 110, 'attack': 85, 'defense': 80, 'special-attack': 100, 'special-defense': 80, 'speed': 30}","['grass', 'dragon']",https://pokeapi.co/api/v2/pokemon/842/
842,silicobra,843,22,76,63,"{'hp': 52, 'attack': 57, 'defense': 75, 'special-attack': 35, 'special-defense': 50, 'speed': 46}",['ground'],https://pokeapi.co/api/v2/pokemon/843/
